,0
1410,"{'id': 75203437, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5105606', 'nomeIBGE': 'MATUPÁ', 'nomeIBGEsemAcento': 'MATUPA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 63733.0, 'quantidadeBeneficiados': 345}"
1411,"{'id': 67105117, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5105622', 'nomeIBGE': ""MIRASSOL D'OESTE"", 'nomeIBGEsemAcento': ""MIRASSOL D'OESTE"", 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 260605.0, 'quantidadeBeneficiados': 1626}"
1412,"{'id': 66402288, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5105903', 'nomeIBGE': 'NOBRES', 'nomeIBGEsemAcento': 'NOBRES', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 278925.0, 'quantidadeBeneficiados': 1244}"
1413,"{'id': 74203075, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106000', 'nomeIBGE': 'NORTELÂNDIA', 'nomeIBGEsemAcento': 'NORTELANDIA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 69935.0, 'quantidadeBeneficiados': 354}"
1414,"{'id': 66802184, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106109', 'nomeIBGE': 'NOSSA SENHORA DO LIVRAMENTO', 'nomeIBGEsemAcento': 'NOSSA SENHORA DO LIVRAMENTO', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 192924.0, 'quantidadeBeneficiados': 887}"
1415,"{'id': 63802479, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106158', 'nomeIBGE': 'NOVA BANDEIRANTES', 'nomeIBGEsemAcento': 'NOVA BANDEIRANTES', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 148373.0, 'quantidadeBeneficiados': 734}"
1416,"{'id': 76604904, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106208', 'nomeIBGE': 'NOVA BRASILÂNDIA', 'nomeIBGEsemAcento': 'NOVA BRASILANDIA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 20789.0, 'quantidadeBeneficiados': 171}"
1417,"{'id': 76704247, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106216', 'nomeIBGE': 'NOVA CANAÃ DO NORTE', 'nomeIBGEsemAcento': 'NOVA CANAA DO NORTE', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 53626.0, 'quantidadeBeneficiados': 319}"
1418,"{'id': 67002831, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5108808', 'nomeIBGE': 'NOVA GUARITA', 'nomeIBGEsemAcento': 'NOVA GUARITA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 35137.0, 'quantidadeBeneficiados': 233}"
1419,"{'id': 67102623, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106182', 'nomeIBGE': 'NOVA LACERDA', 'nomeIBGEsemAcento': 'NOVA LACERDA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 76826.0, 'quantidadeBeneficiados': 408}"
1420,"{'id': 64102296, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5108857', 'nomeIBGE': 'NOVA MARILÂNDIA', 'nomeIBGEsemAcento': 'NOVA MARILANDIA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 23853.0, 'quantidadeBeneficiados': 129}"
1421,"{'id': 62804119, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5108907', 'nomeIBGE': 'NOVA MARINGÁ', 'nomeIBGEsemAcento': 'NOVA MARINGA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 38810.0, 'quantidadeBeneficiados': 205}"
1422,"{'id': 63102119, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5108956', 'nomeIBGE': 'NOVA MONTE VERDE', 'nomeIBGEsemAcento': 'NOVA MONTE VERDE', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 65537.0, 'quantidadeBeneficiados': 372}"
1423,"{'id': 64702456, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106224', 'nomeIBGE': 'NOVA MUTUM', 'nomeIBGEsemAcento': 'NOVA MUTUM', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 140281.0, 'quantidadeBeneficiados': 948}"
1424,"{'id': 72403994, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106174', 'nomeIBGE': 'NOVA NAZARÉ', 'nomeIBGEsemAcento': 'NOVA NAZARE', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 118580.0, 'quantidadeBeneficiados': 387}"
1425,"{'id': 76405102, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106232', 'nomeIBGE': 'NOVA OLÍMPIA', 'nomeIBGEsemAcento': 'NOVA OLIMPIA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 109658.0, 'quantidadeBeneficiados': 678}"
1426,"{'id': 70502341, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106190', 'nomeIBGE': 'NOVA SANTA HELENA', 'nomeIBGEsemAcento': 'NOVA SANTA HELENA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 18168.0, 'quantidadeBeneficiados': 108}"
1427,"{'id': 67502730, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106240', 'nomeIBGE': 'NOVA UBIRATÃ', 'nomeIBGEsemAcento': 'NOVA UBIRATA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 31059.0, 'quantidadeBeneficiados': 167}"
1428,"{'id': 64302727, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106257', 'nomeIBGE': 'NOVA XAVANTINA', 'nomeIBGEsemAcento': 'NOVA XAVANTINA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 77603.0, 'quantidadeBeneficiados': 438}"
1429,"{'id': 74704926, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106273', 'nomeIBGE': 'NOVO HORIZONTE DO NORTE', 'nomeIBGEsemAcento': 'NOVO HORIZONTE DO NORTE', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 18386.0, 'quantidadeBeneficiados': 120}"
1430,"{'id': 71003695, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106265', 'nomeIBGE': 'NOVO MUNDO', 'nomeIBGEsemAcento': 'NOVO MUNDO', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 51028.0, 'quantidadeBeneficiados': 342}"
1431,"{'id': 62903462, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106315', 'nomeIBGE': 'NOVO SANTO ANTÔNIO', 'nomeIBGEsemAcento': 'NOVO SANTO ANTONIO', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 63521.0, 'quantidadeBeneficiados': 243}"
1432,"{'id': 70403410, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106281', 'nomeIBGE': 'NOVO SÃO JOAQUIM', 'nomeIBGEsemAcento': 'NOVO SAO JOAQUIM', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 88363.0, 'quantidadeBeneficiados': 512}"
1433,"{'id': 67302714, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106299', 'nomeIBGE': 'PARANAÍTA', 'nomeIBGEsemAcento': 'PARANAITA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 81396.0, 'quantidadeBeneficiados': 473}"
1434,"{'id': 75702798, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106307', 'nomeIBGE': 'PARANATINGA', 'nomeIBGEsemAcento': 'PARANATINGA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 107713.0, 'quantidadeBeneficiados': 609}"
1435,"{'id': 70303542, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106372', 'nomeIBGE': 'PEDRA PRETA', 'nomeIBGEsemAcento': 'PEDRA PRETA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 126702.0, 'quantidadeBeneficiados': 878}"
1436,"{'id': 65304332, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106422', 'nomeIBGE': 'PEIXOTO DE AZEVEDO', 'nomeIBGEsemAcento': 'PEIXOTO DE AZEVEDO', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 436210.0, 'quantidadeBeneficiados': 2052}"
1437,"{'id': 67704384, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106455', 'nomeIBGE': 'PLANALTO DA SERRA', 'nomeIBGEsemAcento': 'PLANALTO DA SERRA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 33756.0, 'quantidadeBeneficiados': 215}"
1438,"{'id': 70603417, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106505', 'nomeIBGE': 'POCONÉ', 'nomeIBGEsemAcento': 'POCONE', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 668092.0, 'quantidadeBeneficiados': 3586}"
1439,"{'id': 65103804, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106653', 'nomeIBGE': 'PONTAL DO ARAGUAIA', 'nomeIBGEsemAcento': 'PONTAL DO ARAGUAIA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 78385.0, 'quantidadeBeneficiados': 380}"
1440,"{'id': 63303573, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106703', 'nomeIBGE': 'PONTE BRANCA', 'nomeIBGEsemAcento': 'PONTE BRANCA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 26457.0, 'quantidadeBeneficiados': 126}"
1441,"{'id': 72304528, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106752', 'nomeIBGE': 'PONTES E LACERDA', 'nomeIBGEsemAcento': 'PONTES E LACERDA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 217629.0, 'quantidadeBeneficiados': 1451}"
1442,"{'id': 68203009, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106778', 'nomeIBGE': 'PORTO ALEGRE DO NORTE', 'nomeIBGEsemAcento': 'PORTO ALEGRE DO NORTE', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 138098.0, 'quantidadeBeneficiados': 676}"
1443,"{'id': 65303040, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106828', 'nomeIBGE': 'PORTO ESPERIDIÃO', 'nomeIBGEsemAcento': 'PORTO ESPERIDIAO', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 66930.0, 'quantidadeBeneficiados': 425}"
1444,"{'id': 62504077, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106851', 'nomeIBGE': 'PORTO ESTRELA', 'nomeIBGEsemAcento': 'PORTO ESTRELA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 40511.0, 'quantidadeBeneficiados': 215}"
1445,"{'id': 75603937, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5106802', 'nomeIBGE': 'PORTO DOS GAÚCHOS', 'nomeIBGEsemAcento': 'PORTO DOS GAUCHOS', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 14479.0, 'quantidadeBeneficiados': 95}"
1446,"{'id': 64504495, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107008', 'nomeIBGE': 'POXORÉO', 'nomeIBGEsemAcento': 'POXOREO', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 366754.0, 'quantidadeBeneficiados': 1482}"
1447,"{'id': 67504053, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107040', 'nomeIBGE': 'PRIMAVERA DO LESTE', 'nomeIBGEsemAcento': 'PRIMAVERA DO LESTE', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 318411.0, 'quantidadeBeneficiados': 2009}"
1448,"{'id': 62905045, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107065', 'nomeIBGE': 'QUERÊNCIA', 'nomeIBGEsemAcento': 'QUERENCIA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 218863.0, 'quantidadeBeneficiados': 789}"
1449,"{'id': 66003485, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107156', 'nomeIBGE': 'RESERVA DO CABAÇAL', 'nomeIBGEsemAcento': 'RESERVA DO CABACAL', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 33209.0, 'quantidadeBeneficiados': 175}"
1450,"{'id': 66202951, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107180', 'nomeIBGE': 'RIBEIRÃO CASCALHEIRA', 'nomeIBGEsemAcento': 'RIBEIRAO CASCALHEIRA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 120486.0, 'quantidadeBeneficiados': 540}"
1451,"{'id': 71705034, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107198', 'nomeIBGE': 'RIBEIRÃOZINHO', 'nomeIBGEsemAcento': 'RIBEIRAOZINHO', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 21759.0, 'quantidadeBeneficiados': 118}"
1452,"{'id': 73303653, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107206', 'nomeIBGE': 'RIO BRANCO', 'nomeIBGEsemAcento': 'RIO BRANCO', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 45181.0, 'quantidadeBeneficiados': 276}"
1453,"{'id': 68304403, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107578', 'nomeIBGE': 'RONDOLÂNDIA', 'nomeIBGEsemAcento': 'RONDOLANDIA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 30931.0, 'quantidadeBeneficiados': 199}"
1454,"{'id': 63703078, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107602', 'nomeIBGE': 'RONDONÓPOLIS', 'nomeIBGEsemAcento': 'RONDONOPOLIS', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 1221632.0, 'quantidadeBeneficiados': 8025}"
1455,"{'id': 70404170, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107701', 'nomeIBGE': 'ROSÁRIO OESTE', 'nomeIBGEsemAcento': 'ROSARIO OESTE', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 354806.0, 'quantidadeBeneficiados': 1739}"
1456,"{'id': 73604532, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107750', 'nomeIBGE': 'SALTO DO CÉU', 'nomeIBGEsemAcento': 'SALTO DO CEU', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 18587.0, 'quantidadeBeneficiados': 126}"
1457,"{'id': 63703686, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107248', 'nomeIBGE': 'SANTA CARMEM', 'nomeIBGEsemAcento': 'SANTA CARMEM', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 49832.0, 'quantidadeBeneficiados': 243}"
1458,"{'id': 74904457, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107743', 'nomeIBGE': 'SANTA CRUZ DO XINGU', 'nomeIBGEsemAcento': 'SANTA CRUZ DO XINGU', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 22264.0, 'quantidadeBeneficiados': 113}"
1459,"{'id': 75602655, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107768', 'nomeIBGE': 'SANTA RITA DO TRIVELATO', 'nomeIBGEsemAcento': 'SANTA RITA DO TRIVELATO', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 18781.0, 'quantidadeBeneficiados': 91}"
1460,"{'id': 72602600, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107776', 'nomeIBGE': 'SANTA TEREZINHA', 'nomeIBGEsemAcento': 'SANTA TEREZINHA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 132452.0, 'quantidadeBeneficiados': 696}"
1461,"{'id': 74404306, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107263', 'nomeIBGE': 'SANTO AFONSO', 'nomeIBGEsemAcento': 'SANTO AFONSO', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 42966.0, 'quantidadeBeneficiados': 219}"
1462,"{'id': 65803797, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107792', 'nomeIBGE': 'SANTO ANTÔNIO DO LESTE', 'nomeIBGEsemAcento': 'SANTO ANTONIO DO LESTE', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 61005.0, 'quantidadeBeneficiados': 205}"
1463,"{'id': 65805077, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107800', 'nomeIBGE': 'SANTO ANTÔNIO DO LEVERGER', 'nomeIBGEsemAcento': 'SANTO ANTONIO DO LEVERGER', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 205898.0, 'quantidadeBeneficiados': 1231}"
1464,"{'id': 73404205, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107859', 'nomeIBGE': 'SÃO FÉLIX DO ARAGUAIA', 'nomeIBGEsemAcento': 'SAO FELIX DO ARAGUAIA', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 56431.0, 'quantidadeBeneficiados': 330}"
1465,"{'id': 73003720, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107297', 'nomeIBGE': 'SÃO JOSÉ DO POVO', 'nomeIBGEsemAcento': 'SAO JOSE DO POVO', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 12795.0, 'quantidadeBeneficiados': 84}"
1466,"{'id': 72803741, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107305', 'nomeIBGE': 'SÃO JOSÉ DO RIO CLARO', 'nomeIBGEsemAcento': 'SAO JOSE DO RIO CLARO', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 145390.0, 'quantidadeBeneficiados': 879}"
1467,"{'id': 69904074, 'dataReferencia': '01/11/2019', 'municipio': {'codigoIBGE': '5107354', 'nomeIBGE': 'SÃO JOSÉ DO XINGU', 'nomeIBGEsemAcento': 'SAO JOSE DO XINGU', 'pais': 'BRASIL', 'uf': {'sigla': 'MT', 'nome': 'MATO GROSSO'}}, 'tipo': {'id': 1, 'descricao': 'Bolsa Família', 'descricaoDetalhada': 'Bolsa Família'}, 'valor': 120379.0, 'quantidadeBeneficiados': 443}"
